address,price,contract_price,contract_date,type,zoning,land_area,building_area,floor_area,floor_plan,construction_year
上川郡鷹栖町南1条4丁目734番72,3900000,3850000,2024/11/28,土地,宅地 / 第２種中高層住居専用地域,338.15,,,-,
上川郡東川町東7号南2番地,24000000,21500000,2024/11/29,土地,宅地 / 指定無,2652.93,,,-,
旭川市末広東2条2丁目4番13号,12500000,12500000,2024/11/29,土地,宅地 / 第２種中高層住居専用地域,578.24,,,-,
上川郡美瑛町中町1丁目1475番,4000000,4000000,2024/11/22,土地,宅地 / 第１種住居地域,258.08,,,-,
上川郡東神楽町南2条東1丁目3‐11,7800000,7800000,2024/11/22,土地,宅地 / 第１種低層住居専用地域,455.29,,,-,
富良野市2172番14、2172番16,40000000,38500000,2024/11/20,土地,山林 / 指定無,825,,,-,
上川郡美瑛町旭町1丁目,3900000,3600000,2024/11/19,土地,宅地 / 第１種低層住居専用地域,397.95,,,-,
富良野市弥生町5番25号,120000000,120000000,2024/11/11,土地,宅地 / 準工業地域,2296.27,,,-,
上川郡美瑛町美馬牛南1丁目8053番､8054番,5600000,4600000,2024/11/8,土地,宅地 / 指定無,1407.44,,,-,
上川郡美瑛町旭町1丁目374番5,2700000,2700000,2024/11/7,土地,宅地 /,208.45,,,-,
上川郡美瑛町幸町4丁目11番1109,4000000,3900000,2024/11/7,土地,宅地 / 第２種中高層住居専用地域,443.86,,,-,
空知郡上富良野町新町1丁目1086番205,2800000,2800000,2024/11/2,土地,宅地 / 第１種中高層住居専用地域,347.08,,,-,
上川郡美瑛町丸山1丁目7番15号,2660000,2660000,2024/11/1,土地,宅地 / 第１種住居地域,184.88,,,-,
上川郡美瑛町大町1丁目,4500000,4500000,2024/10/22,土地,宅地 / 第１種中高層住居専用地域,330.58,,,-,
上川郡当麻町宇園別1407-59,1400000,1400000,2024/10/24,土地,宅地 / 指定無,231.75,,,-,
名寄市字豊栄198番8,4500000,4500000,2024/10/17,土地,原野 / 指定無,4966,,,-,
空知郡上富良野町栄町2丁目,3500000,3500000,2024/10/17,土地,宅地 / 商業地域,555.34,,,-,
旭川市末広東1条4丁目6-13,5000000,4500000,2024/10/7,土地,雑種地 / 第１種低層住居専用地域,216,,,-,
上川郡鷹栖町北野東2条1丁目3番7号(地番169番93),4860000,4800000,2024/9/29,土地,宅地 / 第１種住居地域,358.71,,,-,
上川郡美瑛町旭町1丁目,1800000,1800000,2024/9/24,土地,宅地 / 第１種住居地域,288,,,-,
上川郡東川町西2号北7線,10800000,10800000,2024/9/24,土地,山林 /,47174,,,-,
旭川市末広東1条1丁目48番128､48番147,2000000,1800000,2024/9/24,土地,宅地 / 第１種住居地域,181.72,,,-,
上川郡鷹栖町北野東3条1丁目5(169番39､169番166),5000000,4500000,2024/9/20,土地,宅地 / 第２種中高層住居専用地域,345.9,,,-,
富良野市錦町1361番地91,1000000,950000,2024/9/18,土地,宅地 / 第２種中高層住居専用地域,72.53,,,-,
上川郡鷹栖町南1条4丁目734-2の内,12300000,13000000,2024/9/17,土地,宅地 / 準工業地域,1162.46,,,-,
旭川市末広東1条9丁目147番114,2700000,2700000,2024/9/10,土地,宅地 / 第１種低層住居専用地域,151,,,-,
富良野市朝日町2359番,10000000,10000000,2024/9/13,土地,宅地 / 商業地域,133.14,,,-,
旭川市末広東1条8丁目3 (地番:457番99),5800000,5800000,2024/9/12,土地,宅地 / 第１種低層住居専用地域,270,,,-,
上川郡美瑛町幸町3丁目5番,3800000,3800000,2024/9/9,土地,宅地 / 第２種中高層住居専用地域,365,,,-,
上川郡美瑛町中町2丁目245-7､245-8(住居表示2-12),3730000,3650000,2024/9/9,土地,宅地 / 第１種住居地域,253.13,,,-,
名寄市字徳田110-74、76,4480000,4480000,2024/9/1,土地,宅地 / 工業地域,330.9,,,-,
士別市大通西13丁目1619番41,3200000,3200000,2024/8/31,土地,宅地 / 第１種低層住居専用地域,277.88,,,-,
空知郡上富良野町南町3丁目1054番45,980000,980000,2024/8/30,土地,宅地 / 第１種中高層住居専用地域,272.73,,,-,
上川郡当麻町宇園別1区,1300000,1200000,2024/8/26,土地,宅地 / 指定無,345,,,-,
旭川市末広東2条2丁目108番90,4600000,4600000,2024/8/25,土地,宅地 / 第２種中高層住居専用地域,238.01,,,-,
旭川市永山北1条10丁目,3400000,3400000,2024/8/22,土地,宅地 / 工業地域,284.28,,,-,
上川郡美瑛町東町2丁目3-3,2400000,2400000,2024/8/20,土地,宅地 / 第１種低層住居専用地域,247.94,,,-,
空知郡中富良野町丘町3-13､3-14,6000000,6000000,2024/8/19,土地,宅地 / 指定無,555.33,,,-,
空知郡上富良野町旭町1丁目,3000000,3000000,2024/8/8,土地,宅地 / 第２種中高層住居専用地域,379.3,,,-,
上川郡当麻町5条西4丁目,1800000,1800000,2024/8/9,土地,宅地 / 指定無,595.04,,,-,
上川郡東川町東町4丁目242番5,12000000,11000000,2024/8/8,土地,宅地 / 指定無,1002.89,,,-,
空知郡上富良野町宮町2丁目4333番10・4333番59,3900000,3800000,2024/8/6,土地,宅地 / 第１種中高層住居専用地域,561.96,,,-,
上川郡美瑛町字平和,7800000,7800000,2024/8/3,土地,原野 / 指定無,991,,,-,
上川郡美瑛町南町5丁目22番48,1650000,1650000,2024/7/29,土地,宅地 / 第１種中高層住居専用地域,236.36,,,-,
上川郡当麻町中央3区,4000000,4000000,2024/7/29,土地,宅地 / 指定無,2419.6,,,-,
旭川市末広東1条5丁目273番183,3800000,3600000,2024/7/27,土地,宅地 / 第１種低層住居専用地域,237.41,,,-,
上川郡美瑛町中町2丁目5-3(地番:245番55),3850000,3150000,2024/7/23,土地,宅地 / 第１種住居地域,317.35,,,-,
上川郡美瑛町中町4丁目100番93,2380000,2380000,2024/7/24,土地,宅地 / 第２種住居地域,197.14,,,-,
上川郡鷹栖町北野東3条1丁目169番地41,4680000,4680000,2024/7/19,土地,宅地 / 第２種中高層住居専用地域,343.65,,,-,
上川郡東川町西6号北19番地,7300000,7300000,2024/7/19,土地,宅地 / 指定無,1592,,,-,
"旭川市永山北1条11丁目52番6,52番8",3500000,3500000,2024/7/17,土地,宅地 / 工業地域,219.81,,,-,
上川郡美瑛町東町2丁目3-14,3300000,3300000,2024/7/14,土地,宅地 / 第１種低層住居専用地域,332.45,,,-,
名寄市西13条南10丁目55-27,2000000,2000000,2024/7/12,土地,宅地 / 第１種低層住居専用地域,219.67,,,-,
上川郡美瑛町北町1丁目8711番･8712番,5800000,5800000,2024/7/11,土地,宅地 / 第１種中高層住居専用地域,351.12,,,-,
上川郡比布町6線10号,800000,800000,2024/7/11,土地,宅地 / 指定無,2738.72,,,-,
空知郡上富良野町大町3丁目1055番17,800000,800000,2024/7/9,土地,宅地 / 第１種住居地域,277.65,,,-,
上川郡美瑛町幸町1丁目11-735(G),6120000,6120000,2024/7/4,土地,宅地 / 第２種中高層住居専用地域,450,,,-,
上川郡美瑛町幸町1丁目11-736(F),6120000,6120000,2024/7/4,土地,宅地 / 第２種中高層住居専用地域,450,,,-,
上川郡美瑛町幸町1丁目11-735(G)･11-736(F),12240000,12240000,2024/7/4,土地,宅地 / 第２種中高層住居専用地域,900,,,-,
富良野市若葉町7番6【2】,11000000,10000000,2024/6/28,土地,宅地 / 準工業地域,343.76,,,-,
富良野市字大沼618番,10500000,3000000,2024/7/2,土地,宅地 / 指定無,1678.18,,,-,
上川郡鷹栖町南1条2丁目8 (地番:710-160),3700000,3500000,2024/7/1,土地,宅地 / 第２種中高層住居専用地域,301.88,,,-,
富良野市東麻町1154番328、1154番353,2100000,1500000,2024/7/1,土地,宅地 / 第１種低層住居専用地域,171.52,,,-,
士別市東1条北9丁目42番,1500000,0,2024/6/30,土地,畑 / 準工業地域,364,,,-,
上川郡東川町東7号南1番地(2337-2地番),10080000,10080000,2024/7/1,土地,宅地 / 指定無,1011.79,,,-,
上川郡東川町西2号北30番地(北5線 )中地2区画,7400000,7400000,2024/7/1,土地,宅地 /,700.4,,,-,
上川郡東川町4177番(東2号北16番地),8000000,8000000,2024/6/29,土地,宅地 / 指定無,817.43,,,-,
富良野市若葉町1番19,10000000,10000000,2024/6/27,土地,宅地 / 準工業地域,282.57,,,-,
"上川郡美瑛町栄町3丁目5番20号(240番58,62)",2500000,2200000,2024/6/27,土地,宅地 / 第１種住居地域,351.72,,,-,
空知郡南富良野町幾寅7889-31,3900000,3900000,2024/6/23,土地,宅地 /,471.65,,,-,
上川郡美瑛町花園1丁目9081-8,1000000,1000000,2024/6/21,土地,宅地 / 第１種中高層住居専用地域,251.79,,,-,
富良野市新光町1158-138,5500000,5500000,2024/6/19,土地,宅地 / 第２種中高層住居専用地域,236.86,,,-,
旭川市末広東1条7丁目9-11,6500000,6500000,2024/6/13,土地,宅地 / 第１種低層住居専用地域,279.57,,,-,
旭川市末広東2条1丁目5-8,4980000,4980000,2024/6/14,土地,宅地 / 第２種中高層住居専用地域,214.86,,,-,
富良野市字山部2174番22,1800000,1800000,2024/6/7,土地,宅地 / 指定無,722.04,,,-,
空知郡上富良野町宮町3丁目70番170,2750000,2750000,2024/6/10,土地,雑種地 / 第１種住居地域,227,,,-,
空知郡上富良野町宮町3丁目70番226,2750000,2750000,2024/6/10,土地,雑種地 / 第１種住居地域,227,,,-,
上川郡美瑛町本町2丁目133番7,800000,800000,2024/6/6,土地,宅地 / 第１種住居地域,146.43,,,-,
上川郡東川町3944番　(1号北25番地),9000000,9000000,2024/5/31,土地,雑種地 / 指定無,1000,,,-,
名寄市風連町新生町235番,1470000,1470000,2024/5/31,土地,宅地 /,4127.49,,,-,
上川郡当麻町3条西4丁目,1200000,600000,2024/5/29,土地,雑種地 / 指定無,278,,,-,
名寄市東6条南1丁目57番19,300000,300000,2024/5/28,土地,宅地 / 第１種低層住居専用地域,297.52,,,-,
上川郡東川町東2号北7線,43670000,43670000,2024/5/28,土地,宅地・畑・山林 /,14437.2,,,-,
富良野市瑞穂町4-8,8550000,8550000,2024/5/24,土地,宅地 / 第１種低層住居専用地域,377.1,,,-,
上川郡東川町1167番32,18900000,18400000,2024/5/23,土地,雑種地 / 指定無,2786,,,-,
富良野市栄町1,5300000,5300000,2024/5/18,土地,宅地 / 近隣商業地域,155.57,,,-,
空知郡上富良野町1171番8,8000000,8000000,2024/5/16,土地,宅地 / 第２種住居地域,2541.4,,,-,
上川郡美瑛町寿町2丁目11-957,5950000,5950000,2024/5/14,土地,宅地 / 第２種住居地域,460.01,,,-,
上川郡比布町緑町3丁目2番66【2】,1200000,1200000,2024/5/14,土地,/,289.32,,,-,
上川郡鷹栖町北野西3条1丁目50番167,4150000,4150000,2024/5/10,土地,宅地 / 第１種住居地域,343.35,,,-,
士別市西3条8丁目125番10、39【2】,1830000,1830000,2024/5/1,土地,宅地 / 第２種中高層住居専用地域,377.24,,,-,
空知郡上富良野町西3線北27,12000000,11500000,2024/4/25,土地,宅地 / 指定無,3320.04,,,-,
旭川市末広東1条2丁目49番200､49番84,9450000,9450000,2024/4/29,土地,宅地 / 第１種住居地域,416.52,,,-,
上川郡比布町西町4丁目2404番4【2】,1000000,900000,2024/4/26,土地,宅地 / 指定無,237.41,,,-,
上川郡美瑛町大町1丁目13-1,4500000,4100000,2024/4/22,土地,宅地 / 第１種中高層住居専用地域,335.42,,,-,
富良野市字扇山1181番2,6000000,5800000,2024/4/20,土地,宅地 / 指定無,1235.07,,,-,
富良野市2788番(麓郷市街地),2000000,2000000,2024/4/20,土地,宅地 / 指定無,803.1,,,-,
上川郡東神楽町字志比内,3000000,3000000,2024/4/16,土地,宅地 / 指定無,1761.85,,,-,
上川郡剣淵町西町13-4,2000000,2000000,2024/4/15,土地,宅地 / 指定無,446.18,,,-,
名寄市東1条北2丁目,2500000,2500000,2024/4/12,土地,宅地 / 第２種中高層住居専用地域,273.76,,,-,
旭川市末広東1条10丁目207番29,6000000,6000000,2024/4/7,土地,宅地 / 第１種低層住居専用地域,280,,,-,
上川郡東川町西町1丁目508-203,4300000,4300000,2024/4/7,土地,宅地 / 指定無,248.32,,,-,
上川郡当麻町宇園別1403-114、1403-115,2930000,2930000,2024/3/31,土地,宅地 /,421.2,,,-,
上川郡美瑛町憩町1丁目,1350000,1350000,2024/3/29,土地,宅地 / 第１種低層住居専用地域,224.27,,,-,
上川郡美瑛町旭町3丁目9番,9450000,9450000,2024/3/29,土地,宅地 / 第１種低層住居専用地域,1040.16,,,-,
上川郡美瑛町幸町4丁目11番180,3700000,3100000,2024/3/27,土地,宅地 / 第２種中高層住居専用地域,506,,,-,
上川郡東川町東7号南,9200000,9200000,2024/3/27,土地,宅地 /,1011,,,-,
上川郡東川町東2号北4線(地番4030),16000000,15000000,2024/3/27,土地,宅地 /,1136.96,,,-,
上川郡当麻町宇園別1区1407番110,650000,600000,2024/3/25,土地,宅地 / 指定無,180,,,-,
上川郡東神楽町ひじり野南1条1丁目4､B (地番:83番81),7600000,7600000,2024/3/23,土地,宅地 / 第１種低層住居専用地域,254.21,,,-,
上川郡鷹栖町北野東2条1丁目,3800000,3800000,2024/3/23,土地,宅地 / 第２種中高層住居専用地域,317.62,,,-,
上川郡愛別町字北町288番16【2】,1400000,1300000,2024/3/20,土地,宅地 / 指定無,474.64,,,-,
上川郡東神楽町字八千代ケ岡,20000000,20000000,2024/3/12,土地,山林 / 指定無,67264,,,-,
上川郡美瑛町南町2丁目11-714,1700000,1000000,2024/3/11,土地,宅地 / 第１種中高層住居専用地域,237.99,,,-,
空知郡上富良野町東8線北20号,3800000,3800000,2024/3/8,土地,山林、公衆用道路、用悪水路 / 指定なし,27312,,,-,
士別市西2条16丁目3141-585,3800000,3800000,2024/3/5,土地,宅地 / 第１種低層住居専用地域,331.19,,,-,
士別市西2条16丁目3141-584,3100000,3100000,2024/3/5,土地,宅地 / 第１種低層住居専用地域,271.99,,,-,
富良野市扇町11242番122,4500000,4500000,2024/3/4,土地,宅地 / 第２種中高層住居専用地域,275.45,,,-,
旭川市末広東1条5丁目273-189,5700000,5600000,2024/2/9,土地,宅地 / 第１種低層住居専用地域,237.86,,,-,
上川郡東神楽町北3条東2丁目2(地番:355番9),5500000,5250000,2024/2/8,土地,宅地 / 第２種中高層住居専用地域,306.54,,,-,
士別市東2条10丁目18-2,800000,400000,2024/2/7,土地,宅地 / 第２種中高層住居専用地域,150.41,,,-,
空知郡上富良野町本町3丁目348番21,5700000,5200000,2024/1/29,土地,宅地 / 第１種住居地域,449.43,,,-,
空知郡中富良野町南町6番4,5000000,5000000,2024/1/29,土地,宅地 / 指定無,277.68,,,-,
旭川市緑が丘東4条1丁目,9780000,9780000,2024/1/23,土地,宅地 / 第１種中高層住居専用地域,281.17,,,-,
上川郡美瑛町東町4丁目5,2400000,2400000,2024/1/15,土地,宅地 / 第１種低層住居専用地域,258.57,,,-,
上川郡美瑛町字美瑛原野区画外,55000000,47000000,2024/1/12,土地,山林 / 指定無,8041,,,-,
上川郡美瑛町幸町2丁目11番818,3700000,3400000,2024/1/7,土地,宅地 / 第２種中高層住居専用地域,373.97,,,-,
士別市東5条5丁目14番、15番1,5730000,5730000,2023/12/27,土地,雑種地 / 第１種住居地域,555,,,-,
名寄市西3条北3丁目14番1,4800000,4500000,2023/12/27,土地,宅地 / 第２種中高層住居専用地域,515.7,,,-,
空知郡中富良野町北町6番19,3800000,3800000,2023/12/25,土地,宅地 / 指定無,277.7,,,-,
上川郡東神楽町ひじり野北1条8丁目,8120000,8120000,2023/12/24,土地,宅地 / 第１種住居地域,268.59,,,-,
上川郡美瑛町幸町3丁目,4300000,4300000,2023/12/22,土地,雑種地 / 第２種中高層住居専用地域,410.61,,,-,
上川郡鷹栖町2963番79,2500000,2500000,2023/12/19,土地,宅地 / 市街化調整区域,826.45,,,-,
富良野市下五区4線,17000000,17000000,2023/12/11,土地,原野 / 指定無,1907,,,-,
旭川市末広東1条8丁目5-6(地番:457-78),5450000,5250000,2023/12/11,土地,宅地 / 第１種低層住居専用地域,253.8,,,-,
旭川市末広東2条5丁目,6830000,6630000,2023/11/28,土地,宅地 / 第１種低層住居専用地域,301.2,,,-,
空知郡上富良野町南町3丁目1054番167・1054番168,2980000,2980000,2023/11/30,土地,宅地 / 第１種中高層住居専用地域,357.22,,,-,
"上川郡東川町西町4丁目450-1,450-2,450-18",15500000,15500000,2023/11/28,土地,宅地 / 指定無,2539.53,,,-,
空知郡上富良野町,2220000,1800000,2023/11/28,土地,宅地 / 第１種住居地域,915.2,,,-,
上川郡東神楽町北1条東2丁目351番131,4500000,4500000,2023/11/15,土地,宅地 / 第２種中高層住居専用地域,313.91,,,-,
上川郡比布町緑町1丁目5-9,1330000,1200000,2023/11/4,土地,宅地 / 指定無,368.36,,,-,
上川郡美瑛町字ウバクベツ1096番6・35・8・19・22,18800000,11000000,2023/11/8,土地,原野 / 指定無,20611.85,,,-,
上川郡鷹栖町北野東4条2丁目2026-580【2】,5300000,5000000,2023/11/2,土地,宅地 / 第１種中高層住居専用地域,517.06,,,-,
上川郡美瑛町字大三,1200000,1200000,2023/11/2,土地,宅地 / 指定無,1419.57,,,-,
"上川郡東神楽町ひじり野南3条2丁目1-5,-7(B区画)",7350000,7350000,2023/10/28,土地,宅地 / 第１種低層住居専用地域,264.46,,,-,
"上川郡東神楽町ひじり野南3条2丁目1-5,-7(A区画)",7600000,7600000,2023/10/28,土地,宅地 / 第１種低層住居専用地域,264.56,,,-,
旭川市末広東2条3丁目2 (地番:123番181),6800000,6800000,2023/10/27,土地,宅地 / 第２種中高層住居専用地域,324.24,,,-,
上川郡東神楽町北1条東2丁目351番132,4500000,4500000,2023/10/23,土地,宅地 / 第２種中高層住居専用地域,313.93,,,-,
空知郡上富良野町南町3丁目1054-334,4500000,4300000,2023/10/20,土地,宅地 / 第１種中高層住居専用地域,366.33,,,-,
上川郡美瑛町北町1丁目8816,4900000,4900000,2023/10/18,土地,宅地 / 第１種中高層住居専用地域,285.04,,,-,
空知郡上富良野町宮町3丁目70番231,2750000,2750000,2023/10/16,土地,雑種地 / 第１種住居地域,228,,,-,
上川郡鷹栖町3366-1 他4筆,18000000,12000000,2023/10/12,土地,宅地 他 / 指定無,1293.04,,,-,
空知郡上富良野町宮町2丁目4333番48,3000000,3000000,2023/10/12,土地,宅地 / 第２種中高層住居専用地域,280.97,,,-,
富良野市扇町11242番84,4700000,4500000,2023/10/12,土地,宅地 / 第２種中高層住居専用地域,294.59,,,-,
上川郡美瑛町東町3丁目715番60,4300000,4300000,2023/10/9,土地,宅地 / 第１種低層住居専用地域,593.78,,,-,
上川郡比布町874番74,200000,200000,2023/10/6,土地,宅地 / 指定無,257.23,,,-,
上川郡美瑛町北町1丁目,3900000,3900000,2023/9/30,土地,宅地 / 第１種中高層住居専用地域,277.99,,,-,
上川郡東川町勇駒別 上忠別橋ｹﾞｰﾄ右岸上がる,3000000,2500000,2023/9/29,土地,山林 /,25709,,,-,
上川郡鷹栖町北野西2条1丁目5番6号,3500000,3500000,2023/9/26,土地,宅地 / 第２種中高層住居専用地域,270,,,-,
空知郡上富良野町大町3丁目1055-61,5150000,5150000,2023/9/25,土地,畑 / 第１種住居地域,326.9,,,-,
空知郡中富良野町北町6番20,4000000,3800000,2023/9/18,土地,宅地 / 指定無,277.69,,,-,
空知郡中富良野町丘町1-53,2500000,2500000,2023/9/13,土地,宅地 /,277.76,,,-,
空知郡中富良野町字フラヌ原野4277番11【2】,7500000,7500000,2023/9/13,土地,雑種地 / 指定無,771.85,,,-,
空知郡上富良野町2242-9(他3筆 十人牧場奥),4800000,4200000,2023/9/13,土地,山林 /,84682,,,-,
上川郡東川町北町2丁目4番19号,6200000,6200000,2023/9/11,土地,宅地 / 指定無,372.69,,,-,
上川郡東川町東4号北7線,10520000,10000000,2023/9/8,土地,雑種地 /,6694,,,-,
旭川市緑が丘東5条2丁目45番,8360000,8360000,2023/8/31,土地,宅地 / 第１種低層住居専用地域,271.56,,,-,
上川郡東神楽町北1条西1丁目305番168,3630000,3630000,2023/8/26,土地,宅地 / 第２種中高層住居専用地域,238.4,,,-,
上川郡鷹栖町10線1号,500000,500000,2023/8/24,土地,宅地 / 指定無,2108.21,,,-,
上川郡美瑛町字平和,98000000,98000000,2023/8/21,土地,山林 / 指定無,43018,,,-,
上川郡美瑛町南町5丁目22番25,1800000,1700000,2023/8/24,土地,宅地 / 第２種住居地域,239.5,,,-,
空知郡上富良野町大町3丁目,10700000,10700000,2023/8/20,土地,宅地 / 第１種住居地域,967.22,,,-,
名寄市西8条南6丁目1番地2・2番地2,5000000,5000000,2023/8/22,土地,宅地 / 第２種中高層住居専用地域,277.66,,,-,
上川郡美瑛町南町3丁目11-1113(住所表示1番23号),1600000,1600000,2023/8/20,土地,宅地 / 第２種住居地域,171.87,,,-,
上川郡美瑛町寿町2丁目11番385(住所表示1番36),5100000,5100000,2023/8/20,土地,宅地 / 第２種住居地域,331.29,,,-,
上川郡美瑛町寿町2丁目11番386､387(住所表示1番36),3960000,3900000,2023/8/20,土地,宅地 / 第２種住居地域,268.71,,,-,
"上川郡東川町836番18,836番19(東4号北5)",2400000,2100000,2023/8/18,土地,雑種地 / 指定無,480,,,-,
上川郡東神楽町南1条西2丁目263番70他,6400000,6400000,2023/8/7,土地,雑種地 / 第１種中高層住居専用地域,351.05,,,-,
上川郡東川町東3北2,4750000,4750000,2023/8/9,土地,宅地 / 指定無,1573,,,-,
旭川市末広東2条2丁目108番12,7600000,7600000,2023/8/7,土地,宅地 / 第２種中高層住居専用地域,313.39,,,-,
上川郡美瑛町西町1丁目,2700000,2700000,2023/8/3,土地,宅地 / 近隣商業地域,257.79,,,-,
空知郡中富良野町字ﾅｴ,150000000,150000000,2023/7/10,土地,山林 / 指定無,2532726,,,-,
上川郡当麻町1848-45･46(伊香牛),350000,350000,2023/7/9,土地,雑種地 / 指定無,480,,,-,
空知郡上富良野町錦町2丁目853番,2550000,2500000,2023/7/6,土地,宅地 / 商業地域,280.99,,,-,
富良野市住吉町1157番438,8300000,8150000,2023/7/3,土地,宅地 / 第１種低層住居専用地域,314.59,,,-,
名寄市字徳田110-73、75,4965000,4965000,2023/7/1,土地,宅地 / 工業地域,333.18,,,-,
上川郡美瑛町幸町1丁目11番763(D),4980000,4750000,2023/6/30,土地,宅地 / 第２種中高層住居専用地域,450,,,-,
士別市東2条1丁目,5000000,3000000,2023/6/30,土地,宅地 / 第１種住居地域,839.01,,,-,
上川郡美瑛町北町2丁目,6260000,6260000,2023/6/29,土地,宅地 / 第１種中高層住居専用地域,414.06,,,-,
上川郡鷹栖町南1条5丁目733番86,5100000,5100000,2023/6/30,土地,宅地 / 第１種低層住居専用地域,277.67,,,-,
上川郡美瑛町幸町1丁目11番764(E),4980000,4750000,2023/6/30,土地,宅地 / 第２種中高層住居専用地域,450,,,-,
上川郡当麻町1403番76【2】,1000000,900000,2023/6/27,土地,宅地 /,198.9,,,-,
士別市西3条3丁目,900000,900000,2023/6/25,土地,宅地 / 第１種中高層住居専用地域,217.92,,,-,
上川郡当麻町中央6区,3000000,3000000,2023/6/23,土地,山林 / 指定無,2515.6,,,-,
富良野市字山部1910番2外6筆,1000000,1000000,2023/6/22,土地,原野 / 指定無,30838,,,-,
上川郡美瑛町花園町1丁目7番117,1500000,1500000,2023/6/19,土地,宅地 / 第１種中高層住居専用地域,258.32,,,-,
上川郡東川町東4号北7線,2700000,2700000,2023/6/20,土地,雑種地 /,446,,,-,
空知郡上富良野町南町1丁目,1600000,1600000,2023/6/20,土地,宅地 / 第１種住居地域,276.11,,,-,
上川郡美瑛町西町3丁目4-3,6050000,4000000,2023/6/19,土地,宅地 / 第１種中高層住居専用地域,799.99,,,-,
旭川市中常盤2丁目1970番96,4950000,4950000,2023/6/19,土地,宅地 / 近隣商業地域,148.76,,,-,
上川郡当麻町宇園別1区1407番107.108,1250000,1250000,2023/6/18,土地,宅地 / 指定無,345,,,-,
士別市東2条13丁目1614-42,2400000,2200000,2023/6/10,土地,宅地 / 第２種中高層住居専用地域,198.56,,,-,
上川郡鷹栖町北野西3条1丁目50-5、50-16、50-90,16100000,16100000,2023/6/9,土地,その他 / 第１種住居地域,1235.23,,,-,
上川郡鷹栖町北野東4条3丁目,3200000,3200000,2023/6/8,土地,宅地 / 第１種低層住居専用地域,248.94,,,-,
"上川郡美瑛町北町1丁目8740番,8741番【2】",7550000,7550000,2023/6/7,土地,宅地 / 第１種中高層住居専用地域,457.1,,,-,
上川郡美瑛町南町3丁目11番311,5400000,5400000,2023/6/5,土地,宅地 / 第１種中高層住居専用地域,666.02,,,-,
上川郡鷹栖町北野東4条1丁目,5900000,5900000,2023/5/31,土地,宅地 / 第２種中高層住居専用地域,553.35,,,-,
旭川市末広東3条3丁目5-5,4500000,4500000,2023/5/29,土地,宅地 / 第２種中高層住居専用地域,198.46,,,-,
上川郡美瑛町中町4丁目361-99、361-100,9400000,9400000,2023/5/25,土地,田 / 第２種住居地域,563,,,-,
上川郡比布町緑町2丁目6番25,800000,800000,2023/5/21,土地,宅地 / 指定無,318.2,,,-,
士別市西2条16丁目3141-7,3300000,3300000,2023/5/19,土地,畑 / 第１種低層住居専用地域,289,,,-,
上川郡美瑛町大町1丁目,3000000,3000000,2023/5/15,土地,田 / 第１種中高層住居専用地域,282,,,-,
空知郡上富良野町南町3丁目1054番108,500000,500000,2023/5/10,土地,宅地 / 第１種中高層住居専用地域,181.82,,,-,
上川郡美瑛町幸町4丁目5-21,1700000,1700000,2023/4/28,土地,宅地 / 第２種中高層住居専用地域,372.3,,,-,
富良野市山部西町2293番地29、2293番地30,2000000,2000000,2023/4/25,土地,宅地 / 指定無,843.62,,,-,
上川郡東川町南町2丁目749番48、749番69,5500000,5500000,2023/4/17,土地,宅地 / 指定無,213.41,,,-,
名寄市西7条南3丁目17,3100000,3100000,2023/4/14,土地,宅地 / 第２種中高層住居専用地域,278.08,,,-,
上川郡鷹栖町南2条1丁目742-63,3300000,3300000,2023/4/12,土地,宅地 / 第１種中高層住居専用地域,257.59,,,-,
富良野市扇町11-16,4500000,4500000,2023/4/11,土地,宅地 / 第２種中高層住居専用地域,294.59,,,-,
上川郡東川町東4号北1線,3200000,2800000,2023/4/3,土地,雑種地 / 指定無,480,,,-,
空知郡上富良野町西7線北25号,1500000,1500000,2023/4/3,土地,山林 /,8136,,,-,
上川郡美瑛町幸町1丁目11番766(B),3580000,3400000,2023/3/30,土地,宅地 / 第２種中高層住居専用地域,301,,,-,
上川郡比布町蘭留市街地,5000000,4700000,2023/3/26,土地,山林 / 指定無,45520,,,-,
名寄市西7条南3丁目19番,2750000,2750000,2023/3/20,土地,宅地 / 第２種中高層住居専用地域,239.57,,,-,
上川郡鷹栖町南1条6丁目732番189,3910000,3800000,2023/3/20,土地,宅地 / 第２種中高層住居専用地域,256.48,,,-,
旭川市末広東2条4丁目184番13,8500000,8500000,2023/3/10,土地,宅地 / 第１種低層住居専用地域,429,,,-,
旭川市末広東1条3丁目148-64【2】,6500000,6500000,2023/3/5,土地,宅地 / 第２種中高層住居専用地域,236.36,,,-,
上川郡鷹栖町南1条6丁目732-199,3800000,3800000,2023/3/2,土地,宅地 / 第１種低層住居専用地域,249.43,,,-,
上川郡鷹栖町南1条6丁目732番188,4630000,4500000,2023/2/28,土地,宅地 / 第２種中高層住居専用地域,303.59,,,-,
空知郡上富良野町西4線北29号,7000000,6000000,2023/2/10,土地,宅地 / 指定無,1472.45,,,-,
空知郡上富良野町丘町1丁目2926-133,3000000,3000000,2023/1/23,土地,宅地 / 第１種中高層住居専用地域,333.39,,,-,
上川郡鷹栖町南1条6丁目732-107,3800000,3800000,2023/2/1,土地,宅地 / 第１種低層住居専用地域,270.13,,,-,
上川郡当麻町5条東4丁目1623番31,2000000,2000000,2023/1/28,土地,宅地 /,348.36,,,-,
