address,price,contract_price,contract_date,type,zoning,land_area,building_area,floor_area,floor_plan,construction_year
旭川市住吉6条2丁目5番7号,12800000,12800000,2024/11/29,既存住宅,宅地 / 第２種中高層住居専用地域,321.39,,120.07,4部屋 - ４ＬＤＫ,1990.0
旭川市大町2条15丁目577-194,4300000,4000000,2024/11/25,既存住宅,宅地 / 第２種中高層住居専用地域,99.18,,85.05,4部屋 - ４ＬＤＫ,1995.0
旭川市末広6条8丁目5番11号,4800000,4800000,2024/11/29,既存住宅,宅地 / 第１種低層住居専用地域,223.24,,112.18,5部屋 - ４ＬＤＫ,1977.0
旭川市東光6条1丁目5番7号,7800000,7500000,2024/11/28,既存住宅,宅地 / 第１種住居地域,98.26,,109.72,5部屋 - ４ＳＬＤＫ,1994.0
"旭川市川端町1条4丁目2580番地38(2580番38,47,51)",19800000,19000000,2024/11/28,既存住宅,宅地 / 第１種住居地域,275.17,,104.34,5部屋 - ４ＬＤＫ,2009.0
旭川市錦町15丁目2957-2,9900000,9900000,2024/11/26,既存住宅,宅地 / 第１種住居地域,319.69,,130.59,4部屋 - ４ＳＬＤＫ,1996.0
旭川市末広3条12丁目2-5,12550000,12550000,2024/11/26,既存住宅,宅地 / 第１種低層住居専用地域,217.76,,96.39,5部屋 - ４ＬＤＫ,1988.0
旭川市春光台4条1丁目3番11号,13800000,13400000,2024/11/23,既存住宅,宅地 / 第１種低層住居専用地域,224.55,,136.93,4部屋 - ４ＳＬＤＫ,1997.0
旭川市永山10条9丁目4番12号,10800000,9500000,2024/11/22,既存住宅,宅地 / 第１種低層住居専用地域,220.27,,97.91,4部屋 - ４ＬＤＫ,1985.0
旭川市春光台3条4丁目4番3号,24600000,24300000,2024/11/18,既存住宅,宅地 / 第２種中高層住居専用地域,239.12,,116.75,6部屋 - ５ＬＤＫ,2020.0
旭川市春光6条5丁目11-12,500000,1,2024/11/19,既存住宅,宅地 / 第２種中高層住居専用地域,103.82,,73.53,4部屋 - ３ＬＫ,1975.0
旭川市春光台1条3丁目8-5,2500000,2500000,2024/11/12,既存住宅,宅地 / 第１種低層住居専用地域,268.92,,90.72,4部屋 - ４ＬＤＫ,1980.0
旭川市新富2条1丁目10番15号,17800000,17800000,2024/11/18,既存住宅,宅地 / 第１種住居地域,227.05,,115.08,4部屋 - ４ＬＤＫ,1990.0
旭川市春光7条5丁目15-9,22400000,21400000,2024/11/18,既存住宅,宅地 / 第１種住居地域,212.72,,108.47,4部屋 - ４ＬＤＫ,2019.0
旭川市東鷹栖4条3丁目636-317,13900000,13600000,2024/11/18,既存住宅,宅地 / 第２種中高層住居専用地域,245.44,,132.48,6部屋 - 5SLDK ,2001.0
旭川市東光19条5丁目2番1号,13000000,13000000,2024/11/16,既存住宅,宅地 / 第１種低層住居専用地域,254.71,,115.02,4部屋 - ４ＬＤＫ,1992.0
旭川市西御料3条2丁目152番(住居表示:7番24号)【2】,13800000,12000000,2024/11/16,既存住宅,宅地 / 第１種低層住居専用地域,244.48,,110.25,5部屋 - ４ＬＤＫ,2002.0
旭川市神楽岡12条8丁目3番10号,12000000,11800000,2024/11/4,既存住宅,宅地 / 第１種低層住居専用地域,375.73,,142.62,5部屋 - ４ＳＬＤＫ,1993.0
旭川市忠和2条6丁目5番13号,1800000,1800000,2024/11/15,既存住宅,宅地 / 第１種低層住居専用地域,222.36,,96.39,5部屋 - ４ＬＤＫ,1973.0
旭川市大雪通7丁目506-110,12490000,12200000,2024/11/15,既存住宅,宅地 / 準工業地域,233.09,,103.95,4部屋 - ４ＬＤＫ,1983.0
旭川市台場3条1丁目7番15号,700000,700000,2024/11/15,既存住宅,宅地 / 第１種低層住居専用地域,249.1,,91.3,4部屋 - ４ＬＤＫ,1973.0
旭川市豊岡1条9丁目14番34(住居表示:2-8),7000000,7000000,2024/11/15,既存住宅,宅地 /,244.25,,93.25,4部屋 - ４ＬＤＫ,1980.0
旭川市末広4条10丁目,14000000,13000000,2024/11/15,既存住宅,宅地 / 第１種低層住居専用地域,236.33,,116.43,4部屋 - ３ＳＬＤＫ,1988.0
旭川市豊岡8条7丁目1-13,15000000,15000000,2024/11/14,既存住宅,宅地 / 準住居地域,159.05,,92.74,4部屋 - ３ＬＤＫ,1978.0
旭川市豊岡2条9丁目14番27(住居表示:2番14号),7500000,7500000,2024/11/14,既存住宅,宅地 / 第１種低層住居専用地域,227.73,,86.67,4部屋 - ４ＬＤＫ,1980.0
旭川市豊岡3条8丁目3-17,13800000,13000000,2024/11/14,既存住宅,宅地 / 第１種低層住居専用地域,254.54,,156.73,-,1994.0
旭川市神楽岡4条5丁目,17400000,17100000,2024/11/12,既存住宅,宅地 / 第１種低層住居専用地域,229.38,,108.9,5部屋 - ４ＬＤＫ,1992.0
旭川市永山8条4丁目3-22,5980000,5980000,2024/11/11,既存住宅,宅地 / 準工業地域,293.2,,95.58,4部屋 - ４ＬＤＫ,1977.0
旭川市神居8条4丁目1番15号,22220000,22220000,2024/11/11,既存住宅,宅地 / 第１種低層住居専用地域,507.76,,127.73,5部屋 - ４ＬＤＫ,1998.0
旭川市神楽岡10条5丁目1-48,18800000,18800000,2024/10/29,既存住宅,宅地 / 第１種低層住居専用地域,312.37,,115.02,4部屋 - ４ＬＤＫ,2002.0
旭川市南が丘2丁目37-259(住居表示:6-11),1000000,1000000,2024/11/11,既存住宅,宅地 / 第１種住居地域,179.81,,75.18,4部屋 - ４ＬＤＫ,1979.0
旭川市東鷹栖4条3丁目636番268､278,6500000,6000000,2024/11/10,既存住宅,宅地 / 第２種中高層住居専用地域,480.18,,120.89,3部屋 - ２ＬＤＫ,1993.0
旭川市春光台3条3丁目2番25号,14800000,14800000,2024/11/9,既存住宅,宅地 / 第１種低層住居専用地域,380.5,,160.38,4部屋 - 4LDK2R,1996.0
旭川市忠和5条2丁目1番8号,9500000,7000000,2024/11/9,既存住宅,宅地 / 第１種住居地域,331.24,,152.07,3部屋 - ３ＳＬＤＫ,1986.0
旭川市永山6条15丁目88番36(住居表示:3-6),23500000,23000000,2024/11/8,既存住宅,宅地 / 第１種低層住居専用地域,245.19,,126.48,4部屋 - ４ＳＬＤＫ,2015.0
旭川市高砂台5丁目,2000000,2000000,2024/11/6,既存住宅,宅地 / 第２種住居地域,197.37,,87.48,7部屋 - ４ＬＤＫ,1981.0
旭川市忠和3条7丁目4番13号,14900000,14900000,2024/11/6,既存住宅,宅地 / 第１種住居地域,351.88,,137.07,5部屋 - ４ＬＤＫ,1989.0
旭川市東光9条9丁目1番16号,19800000,19800000,2024/11/5,既存住宅,宅地 / 準住居地域,260.0,,124.21,4部屋 - ４ＳＬＤＫ,2009.0
旭川市末広5条11丁目5番10号,9300000,8500000,2024/11/5,既存住宅,宅地 / 第１種低層住居専用地域,219.43,,131.3,4部屋 - ４ＬＤＫ,1988.0
旭川市忠和3条7丁目4番13号,14900000,14900000,2024/11/5,既存住宅,宅地 / 第１種住居地域,351.88,,136.07,5部屋 - ４ＬＤＫ,1989.0
旭川市近文町25丁目,1800000,1800000,2024/11/5,既存住宅,宅地 / 第１種住居地域,264.46,,112.59,6部屋 - ５ＬＤＫ,1976.0
旭川市西神楽南1条3丁目248番53【2】,1500000,800000,2024/10/18,既存住宅,宅地 / 第２種中高層住居専用地域,323.7,,109.35,4部屋 - ４ＬＤＫ,1975.0
旭川市神居2条20丁目82番地92【2】,12500000,11500000,2024/10/29,既存住宅,宅地 / 第１種低層住居専用地域,230.02,,135.7,5部屋 - ４ＬＤＫ,2000.0
旭川市神楽岡3条7丁目3番1号,3500000,3500000,2024/10/31,既存住宅,宅地 / 第１種低層住居専用地域,264.82,,138.1,4部屋 - ４ＬＤＫ,1975.0
旭川市神居7条16丁目3番1号,600000,600000,2024/11/3,既存住宅,宅地 / 第２種中高層住居専用地域,185.11,,98.01,-,1978.0
旭川市豊岡12条10丁目,12800000,12800000,2024/11/2,既存住宅,宅地 / 第１種低層住居専用地域,238.51,,114.27,-,1994.0
旭川市春光台2条3丁目9番7号,3000000,2900000,2024/11/1,既存住宅,宅地 / 第１種低層住居専用地域,347.09,,164.99,7部屋 - ６ＬＤＫ,1985.0
旭川市東光11条1丁目211番37(住居表示1-18),3200000,3200000,2024/11/1,既存住宅,宅地 / 第１種住居地域,198.33,,82.62,3部屋 - ３ＬＤＫ,1974.0
旭川市秋月1条2丁目6番5号,17990000,17990000,2024/10/31,既存住宅,宅地 / 第１種住居地域,199.99,,80.19,3部屋 - ３ＬＤＫ,1986.0
旭川市東8条1丁目4番8号,13000000,13000000,2024/10/31,既存住宅,宅地 / 準工業地域,355.99,,100.17,3部屋 - ３ＬＤＫ,1997.0
旭川市永山7条12丁目1-6,11800000,10500000,2024/10/31,既存住宅,宅地 / 第１種低層住居専用地域,185.11,,144.37,5部屋 - ５ＬＤＫ,1992.0
旭川市東光12条1丁目2番15号,3900000,3900000,2024/10/31,既存住宅,宅地 / 第２種住居地域,157.73,,164.7,8部屋 - ４ＬＤＫ,1979.0
旭川市台場東4丁目,10000000,10000000,2024/10/31,既存住宅,宅地 / 指定無,451.37,,161.32,-,1976.0
旭川市東3条2丁目41番､43番 ※中古住宅+土地,25600000,22000000,2024/10/30,既存住宅,宅地 / 第１種住居地域,753.71,,142.92,5部屋 - ５ＳＬＤＫ,1985.0
旭川市東3条2丁目41番(住居表示:4-8) ※中古住宅のみ,10800000,10800000,2024/10/30,既存住宅,宅地 / 第１種住居地域,317.35,,142.92,5部屋 - ５ＳＬＤＫ,1985.0
旭川市春光4条7丁目219番305,2700000,2700000,2024/10/29,既存住宅,宅地 / 第２種中高層住居専用地域,104.17,,70.47,4部屋 - ４ＬＫ,1978.0
旭川市永山8条8丁目12-11,19500000,19500000,2024/10/29,既存住宅,宅地 / 第１種低層住居専用地域,211.43,,140.15,5部屋 - ４ＳＬＤＫ,2004.0
旭川市豊岡2条9丁目5番22,14000000,13500000,2024/10/25,既存住宅,宅地 / 第１種低層住居専用地域,227.72,,109.79,-,1988.0
旭川市神楽岡13条7丁目1番14号,9000000,9000000,2024/10/28,既存住宅,宅地 / 第２種中高層住居専用地域,253.32,,91.12,4部屋 - ４ＬＤＫ,1990.0
旭川市春光7条9丁目2-25,1480000,1480000,2024/10/28,既存住宅,宅地 / 第１種住居地域,165.71,,96.69,4部屋 - ４ＬＤＫ,1964.0
旭川市東8条6丁目4番18号,18300000,17980000,2024/10/27,既存住宅,宅地 / 準工業地域,223.38,,104.49,4部屋 - ４ＳＬＤＫ,1986.0
旭川市忠和4条6丁目2番6号,6900000,6900000,2024/10/27,既存住宅,宅地 / 第１種住居地域,267.75,,115.02,5部屋 - ５ＳＬＤＫ,1984.0
旭川市川端町4条7丁目22番,7000000,7000000,2024/10/26,既存住宅,宅地 / 第１種住居地域,234.77,,108.47,5部屋 - ４ＬＤＫ,1985.0
旭川市緑が丘5条4丁目2番12(住居表示:2番12号),12500000,12000000,2024/10/26,既存住宅,宅地 / 第１種低層住居専用地域,275.5,,58.32,2部屋 - ２ＬＤＫ,1974.0
旭川市春光台3条8丁目7番4号,18500000,18500000,2024/10/25,既存住宅,宅地 / 第１種低層住居専用地域,284.82,,86.12,3部屋 - ３ＬＤＫ,2018.0
旭川市神楽岡13条4丁目,5800000,5800000,2024/10/25,既存住宅,宅地 / 第２種中高層住居専用地域,364.3,,81.54,4部屋 - ４ＬＤＫ,1984.0
旭川市神楽5条1丁目3番15号,6500000,6500000,2024/10/25,既存住宅,宅地 / 第１種住居地域,277.68,,164.78,5部屋 - ５ＬＤＫ,1982.0
旭川市大町2条17丁目,1500000,1200000,2024/10/24,既存住宅,宅地 / 第２種中高層住居専用地域,79.97,,59.49,4部屋 - ３ＬＤＫ,1976.0
旭川市春光台3条8丁目8番5,9000000,8200000,2024/10/24,既存住宅,宅地 / 第１種低層住居専用地域,271.96,,132.48,5部屋 - ４ＬＤＫ,1998.0
旭川市東8条6丁目,3200000,3200000,2024/10/23,既存住宅,宅地 / 準工業地域,223.41,,109.3,5部屋 - ４ＬＤＫ,1986.0
旭川市永山8条21丁目6番3号,5000000,5000000,2024/10/22,既存住宅,宅地 / 第１種低層住居専用地域,352.32,,119,4部屋 - ４ＬＫ,1977.0
旭川市豊岡4条10丁目7番5号,13300000,13300000,2024/10/23,既存住宅,宅地 / 第１種低層住居専用地域,253.88,,180.22,6部屋 - ６ＬＤＫ,1995.0
旭川市神居2条18丁目2番27号,16000000,15700000,2024/10/23,既存住宅,宅地 / 準住居地域、第二種中高層住居専,245.76,,104.12,5部屋 - ４ＬＤＫ,1992.0
旭川市東鷹栖4線19号5846番地,10000000,10000000,2024/10/22,既存住宅,宅地 / 指定無,1428.0,,206.58,7部屋 - ７LLDKK,1977.0
旭川市永山四条二十四丁目,3000000,3000000,2024/10/20,既存住宅,宅地 / 第１種低層住居専用地域,245.53,,102.68,5部屋 - ４ＬＤＫ,1978.0
旭川市永山6条5丁目78番100(住居表示:4番16号),4200000,3550000,2024/10/22,既存住宅,宅地 / 第１種住居地域,165.7,,84.24,5部屋 - ５ＬＤＫ,1972.0
旭川市高砂台7丁目6番2号,13400000,13400000,2024/10/20,既存住宅,宅地 / 第１種低層住居専用地域,780.14,,167.82,5部屋 - ４ＳＬＤＫ,2003.0
旭川市神楽岡11条3丁目3番17号,24800000,24800000,2024/10/21,既存住宅,宅地 / 第２種中高層住居専用地域,323.96,,196.1,5部屋 - ５ＳＬＤＫ,1990.0
旭川市神居2条21丁目91番35,7250000,7250000,2024/10/21,既存住宅,宅地 / 第１種低層住居専用地域,257.09,,99.36,5部屋 - ４ＬＤＫ,1990.0
旭川市神楽岡1条6丁目3番710、3番724,23600000,23000000,2024/10/21,既存住宅,宅地 / 第１種低層住居専用地域,362.09,,189.63,4部屋 - ３ＬＤＫ,2003.0
旭川市神楽7条12丁目,3800000,3800000,2024/10/21,既存住宅,宅地 / 第１種住居地域,104.13,,119.87,7部屋 - ７ＬＤＫ,1976.0
旭川市秋月1条2丁目6番5号,17990000,17480000,2024/10/19,既存住宅,宅地 / 第１種住居地域,199.99,,80.19,3部屋 - ３ＬＤＫ,1986.0
旭川市西御料2条2丁目 1番1号,27500000,27500000,2024/10/17,既存住宅,宅地 / 第１種低層住居専用地域,470.12,,330.77,- ７ＬＤＫ,2001.0
旭川市北門町22丁目2168番115,14550000,14550000,2024/10/18,既存住宅,宅地 / 第２種中高層住居専用地域,196.35,,123.12,5部屋 - ４ＬＤＫ,1983.0
旭川市忠和1条4丁目1-5,14800000,13800000,2024/10/18,既存住宅,宅地 / 第１種低層住居専用地域,335.17,,191.95,5部屋 - 4LDK ,1992.0
旭川市忠和7条6丁目5番5号,19800000,19800000,2024/10/17,既存住宅,宅地 / 第１種低層住居専用地域,601.64,,119.23,4部屋 - ４ＳＬＤＫ,1983.0
旭川市末広1条5丁目5番21号,5700000,5700000,2024/10/18,既存住宅,宅地 / 第１種低層住居専用地域,196.1,,93.96,5部屋 - ４ＬＤＫ,1971.0
旭川市神居4条18丁目4番7号,7500000,7500000,2024/10/18,既存住宅,宅地 / 第１種低層住居専用地域,247.1,,102.67,5部屋 - ４ＬＤＫ,1987.0
旭川市錦町18丁目2149番地27,6800000,6800000,2024/10/14,既存住宅,宅地 / 第１種住居地域,238.08,,131.65,4部屋 - ４ＬＤＫ,1988.0
旭川市東鷹栖東1条3丁目,9300000,9300000,2024/10/11,既存住宅,宅地 / 準工業地域,249.99,,117.18,2部屋 - ２ＬＤＫ,1992.0
旭川市神楽岡6条3丁目3番3501､3番3502,12800000,12800000,2024/10/14,既存住宅,宅地 / 第１種低層住居専用地域,479.85,,194.67,- ５ＳＬＤＫ,1975.0
旭川市春光台3条2丁目4-2,7500000,6500000,2024/10/15,既存住宅,宅地 / 第１種低層住居専用地域,297.26,,116.87,- ５ＬＤＫ,1979.0
旭川市旭神1条4丁目55番(住居表示4-13),23500000,23000000,2024/10/14,既存住宅,宅地 / 第１種低層住居専用地域,265.04,,145.74,4部屋 - ４ＬＤＫ,2011.0
旭川市南4条通24丁目10番143,4800000,4800000,2024/10/11,既存住宅,宅地 / 第１種住居地域,99.27,,86.06,3部屋 - ３ＬＤＫ,1979.0
旭川市春光台2条7丁目1番15,9400000,9400000,2024/10/9,既存住宅,宅地 / 第１種低層住居専用地域,237.5,,110.16,5部屋 - ４ＬＤＫ,1993.0
旭川市近文町22丁目2886番4､2886番19(住居表示:2886番4号),15800000,14000000,2024/9/29,既存住宅,宅地 / 第１種住居地域,393.49,,126.69,5部屋 - ４ＬＤＫ,2007.0
旭川市江丹別町嵐山6番11他,1200000,1200000,2024/10/9,既存住宅,宅地 / 指定無,3513.4,,152.04,5部屋 - ５ＬＤＫ,1969.0
旭川市新富3条2丁目,4600000,2900000,2024/10/7,既存住宅,宅地 / 第１種住居地域,272.21,,81,5部屋 - ４ＬＤＫ,1972.0
旭川市永山6条7丁目5番3号,9000000,7300000,2024/10/8,既存住宅,宅地 / 第１種低層住居専用地域,237.02,,97.6,5部屋 - ４ＬＤＫ,1987.0
旭川市神楽岡11条2丁目1-13,6000000,6000000,2024/10/8,既存住宅,宅地 / 第１種低層住居専用地域,317.34,,119.47,4部屋 - ４ＬＤＫ,1973.0
旭川市北門町15丁目 2158番177,1000000,600000,2024/10/7,既存住宅,宅地 / 第２種中高層住居専用地域,123.05,,126.71,5部屋 - ４ＤＫ,1967.0
旭川市台場4条1丁目3番5号,6000000,6000000,2024/10/7,既存住宅,宅地 / 第１種低層住居専用地域,521.3,,199.66,6部屋 - ６ＳＬＤＫ,1982.0
旭川市春光台4条8丁目3番地5,2400000,2400000,2024/10/7,既存住宅,宅地 / 第１種低層住居専用地域,351.16,,90.25,6部屋 - ４ＬＤＫ,1979.0
旭川市東光15条6丁目4番10号,5500000,5500000,2024/10/5,既存住宅,宅地 / 第１種低層住居専用地域,153.55,,64.8,3部屋 - ２ＤＫ,1979.0
旭川市永山6条11丁目78番273(住居表示:6番2号),23800000,23500000,2024/10/5,既存住宅,宅地 / 第１種低層住居専用地域,341.18,,141.58,5部屋 - ４ＳＬＤＫ,1990.0
旭川市末広5条6丁目7-7,9990000,9990000,2024/10/5,既存住宅,宅地 / 第１種低層住居専用地域,249.99,,116.43,4部屋 - ３ＬＤＫ,1977.0
旭川市豊岡13条9丁目43番9(住居表示:1番15号),16800000,16800000,2024/10/5,既存住宅,宅地 / 第１種低層住居専用地域,191.73,,86.53,5部屋 - ３ＳＬＤＫ,1986.0
旭川市忠和2条5丁目10-2,4500000,4300000,2024/10/4,既存住宅,宅地 / 第１種低層住居専用地域,288.65,,129.17,3部屋 - ３ＳＬＤＫ,1978.0
旭川市末広4条6丁目5-31,24500000,24000000,2024/10/4,既存住宅,宅地 / 第１種低層住居専用地域,248.49,,104.5,4部屋 - ３ＬＤＫ,2017.0
旭川市春光7条7丁目5-26,680000,680000,2024/10/4,既存住宅,宅地 / 第１種住居地域,219.0,,120.16,5部屋 - ４ＬＤＫ,1981.0
旭川市緑町14丁目2991番5,4200000,4200000,2024/10/4,既存住宅,宅地 / 第１種住居地域,162.7,,99.22,4部屋 - ４ＬＤＫ,1984.0
旭川市春光台5条4丁目,4000000,3800000,2024/10/3,既存住宅,宅地 / 第２種中高層住居専用地域,288.45,,64.8,3部屋 - ２ＬＤＫ,1998.0
旭川市永山1条4丁目,3000000,3000000,2024/10/2,既存住宅,宅地 / 準工業地域,183.4,,80.14,5部屋 - ４ＬＤＫ,1976.0
旭川市春光台3条1丁目6番21号,5200000,5200000,2024/10/2,既存住宅,宅地 / 第１種低層住居専用地域,755.97,,110.16,4部屋 - ４ＳＬＤＫ,1982.0
旭川市末広4条5丁目281番231,6900000,6900000,2024/10/2,既存住宅,宅地 / 第１種低層住居専用地域,295.33,,136.08,5部屋 - ５ＬＤＫ,1974.0
旭川市豊岡2条8丁目5-16(7番54),7900000,7700000,2024/10/2,既存住宅,宅地 / 第１種低層住居専用地域,259.89,,148.02,6部屋 - ５ＬＤＫ,1978.0
旭川市緑町13丁目3019-9,6500000,6500000,2024/10/1,既存住宅,宅地 / 第１種住居地域,198.33,,98.59,4部屋 - ３ＳＬＤＫ,1982.0
旭川市忠和8条6丁目2番16号,5800000,5800000,2024/9/30,既存住宅,宅地 / 準工業地域,299.16,,177.79,5部屋 - ５ＬＤＫ,1985.0
旭川市豊岡10条6丁目6番16号,15800000,15800000,2024/9/29,既存住宅,宅地 / 第２種中高層住居専用地域,245.95,,106.81,4部屋 - ４ＳＬＤＫ,1989.0
旭川市東光19条9丁目70番地10(住居表示1番1号),21000000,21000000,2024/9/29,既存住宅,宅地 / 第１種低層住居専用地域,280.25,,118.41,4部屋 - ４ＬＤＫ,2008.0
旭川市東旭川北1条7丁目191番60,9980000,9980000,2024/9/30,既存住宅,宅地 / 第２種中高層住居専用地域,225.75,,115.72,4部屋 - ４ＬＤＫ,1994.0
旭川市東光21条6丁目9番17号,13300000,13000000,2024/9/29,既存住宅,宅地 / 第１種低層住居専用地域,275.5,,106.82,4部屋 - ３ＬＤＫ,1996.0
旭川市神居4条15丁目 1番4号,17700000,16000000,2024/9/28,既存住宅,宅地 / 第１種低層住居専用地域,366.81,,119.24,4部屋 - ４ＬＤＫ,1981.0
旭川市東3条9丁目1番23号,16500000,16000000,2024/9/29,既存住宅,宅地 / 第１種住居地域,330.6,,130,5部屋 - ５ＬＤＫ,1989.0
旭川市末広4条8丁目1番21号,10500000,10500000,2024/9/29,既存住宅,宅地 / 第１種低層住居専用地域,249.99,,90.72,4部屋 - ４ＬＤＫ,1983.0
旭川市西御料3条1丁目,21000000,21000000,2024/9/28,既存住宅,宅地 / 第１種低層住居専用地域,248.58,,121,4部屋 - ４ＬＤＫ,2005.0
旭川市旭岡1丁目25番地7,16800000,16800000,2024/9/27,既存住宅,宅地 / 第１種低層住居専用地域,395.66,,144.9,5部屋 - ５ＳＬＤＫ,1998.0
旭川市春光台5条4丁目3-2,9990000,9990000,2024/9/27,既存住宅,宅地 / 第２種中高層住居専用地域,285.75,,127.98,4部屋 - ４ＬＤＫ,1978.0
旭川市末広四条10丁目8-21,14990000,14990000,2024/9/27,既存住宅,宅地 / 第１種低層住居専用地域,236.34,,141.75,5部屋 - ５ＬＤＫ,1986.0
旭川市永山2条20丁目84番10(住居表示:3番14号),19980000,19980000,2024/9/26,既存住宅,宅地 / 第１種住居地域,115.7,,104.95,5部屋 - ４ＬＤＫ,2022.0
旭川市永山1条10丁目2-8,10990000,10990000,2024/9/27,既存住宅,宅地 / 準工業地域,187.08,,92.74,3部屋 - ３ＳＬＤＫ,1985.0
旭川市神楽岡10条1丁目,6500000,6500000,2024/9/27,既存住宅,宅地 / 第２種中高層住居専用地域,291.09,,117.85,5部屋 - ４ＳＬＤＫ,1981.0
旭川市流通団地2条1丁目10-44,14790000,14790000,2024/9/20,既存住宅,宅地 / 準工業地域,291.45,,190.01,4部屋 - ４ＬＤＫ,1993.0
旭川市1条通5丁目,11000000,11000000,2024/9/26,既存住宅,宅地 / 商業地域,119.0,,208.76,5部屋 - ５ＬＤＫ,1993.0
"旭川市忠和4条6丁目6番742,6番799,6番826(1番21号)[2]",12300000,11000000,2024/9/25,既存住宅,宅地 / 第１種住居地域,312.37,,78.38,2部屋 - ２ＬＤＫ,2004.0
旭川市神居9条4丁目22-7,6400000,5800000,2024/9/20,既存住宅,宅地 / 第１種低層住居専用地域,242.0,,107.91,3部屋 - ３ＬＤＫ,1997.0
旭川市北門町22丁目2169-158,5980000,5800000,2024/9/24,既存住宅,宅地 / 第１種住居地域,210.21,,90.88,4部屋 - ４ＬＤＫ,1981.0
旭川市東7条2丁目4番5号,7800000,5500000,2024/9/23,既存住宅,宅地 / 準工業地域,210.7,,89.1,4部屋 - ３ＳＬＤＫ,1988.0
旭川市東2条1丁目3番32,13300000,13300000,2024/9/23,既存住宅,宅地 / 第１種住居地域,300.82,,207.36,5部屋 - ５ＬＤＫ,1993.0
旭川市神楽7条11丁目2-8,14300000,14300000,2024/9/23,既存住宅,宅地 / 第１種住居地域,300.8,,134.56,5部屋 - ５ＬＤＫ,2002.0
旭川市東光6条7丁目2-4,7500000,7500000,2024/9/22,既存住宅,宅地 / 第１種低層住居専用地域,228.7,,112.1,4部屋 - ４ＬＤＫ,1972.0
旭川市川端町3条5丁目1番13号,18600000,18600000,2024/9/21,既存住宅,宅地 / 第１種住居地域,308.62,,163.3,4部屋 - ４ＬＤＫ,1994.0
旭川市神楽岡12条7丁目3番7号,3500000,3500000,2024/9/20,既存住宅,宅地 / 第２種中高層住居専用地域,275.45,,140.19,5部屋 - ５ＬＤＫ,1973.0
旭川市豊岡5条2丁目2-9,12800000,12800000,2024/9/19,既存住宅,宅地 / 第２種中高層住居専用地域,245.71,,104.49,5部屋 - ４ＬＤＫ,1990.0
旭川市神楽岡7条4丁目3番10号(住居表示),7000000,7000000,2024/9/19,既存住宅,宅地 / 第１種低層住居専用地域,203.12,,115.02,5部屋 - ５ＬＤＫ,1978.0
旭川市忠和2条5丁目7番1960(10番7号)[2],5800000,5300000,2024/9/19,既存住宅,宅地 / 第１種低層住居専用地域,287.15,,158.35,4部屋 - ４ＬＤＫ,1986.0
旭川市春光台1条4丁目 5番3号,2680000,2680000,2024/9/17,既存住宅,宅地 / 第１種低層住居専用地域,207.17,,101.24,5部屋 - ５ＬＤＫ,1983.0
旭川市神居8条10丁目2-2,18000000,18000000,2024/9/17,既存住宅,宅地 / 第１種住居地域,343.78,,100.44,4部屋 - ３ＬＤＫ,1972.0
旭川市東光5条8丁目2番12号,9000000,9000000,2024/9/17,既存住宅,宅地 / 第１種低層住居専用地域,254.56,,119.07,-,1981.0
旭川市台場1条3丁目130番19(1番12号)[2],2800000,2800000,2024/9/17,既存住宅,宅地 / 準工業地域,257.84,,89.91,5部屋 - ５ＬＤＫ,1988.0
旭川市永山9条9丁目,16500000,16500000,2024/9/15,既存住宅,宅地 / 第１種低層住居専用地域,218.47,,96.88,3部屋 - ３ＬＤＫ,2005.0
旭川市東光15条3丁目386番60(住居表示:4番7号)【2】,8300000,8000000,2024/9/14,既存住宅,宅地 / 第２種中高層住居専用地域,311.88,,83.83,4部屋 - ４ＬＤＫ,1977.0
旭川市豊岡4条7丁目7番18号,14800000,14800000,2024/9/13,既存住宅,宅地 / 第１種住居地域,165.0,,158.75,6部屋 - ６ＬＤＫ,1983.0
旭川市永山10条14丁目1番11号,24800000,22400000,2024/9/12,既存住宅,宅地 / 第１種低層住居専用地域,355.49,,128.77,3部屋 - ３ＬＤＫ,2006.0
旭川市東光18条4丁目2番8号,16100000,16100000,2024/9/12,既存住宅,宅地 / 第２種中高層住居専用地域,164.02,,106.68,3部屋 - ２ＳＬＫ,2002.0
旭川市神楽3条10丁目1-10,37800000,36800000,2024/9/12,既存住宅,宅地 / 第２種中高層住居専用地域,267.77,,125.68,3部屋 - ３ＳＬＤＫ,2018.0
旭川市神楽6条9丁目3-3,3200000,1000000,2024/9/11,既存住宅,宅地 / 第２種中高層住居専用地域,139.66,,87.57,5部屋 - ３ＬＤＫ,1965.0
旭川市豊岡10条6丁目64番94(住居表示:4番1号),11900000,11500000,2024/9/10,既存住宅,宅地 / 準住居地域,181.55,,120.42,4部屋 - ３ＬＤＫ,1994.0
旭川市忠和7条4丁目1-7,19500000,19500000,2024/9/9,既存住宅,宅地 / 第１種低層住居専用地域,267.76,,104.34,4部屋 - ４ＬＤＫ,2019.0
旭川市大町1条9丁目20番123,23800000,23800000,2024/9/6,既存住宅,宅地 / 第１種住居地域,297.6,,139.19,4部屋 - ３ＳＬＤＫ,2008.0
旭川市住吉4条1丁目5番19号,1500000,1500000,2024/9/7,既存住宅,宅地 / 第２種中高層住居専用地域,130.09,,63.61,3部屋 - ３ＤＫ,1952.0
